esik,uygunsuz,gereksiz_genis,uygunsuz_referans,mutlak_azalma,bagil_azalma,agirlikli_maliyet,referans_maliyet,site,kol,rep
0.2,0.1180327868852459,0.06229508196721312,0.16393442622950818,0.04590163934426228,0.2799999999999999,0.12737704918032788,0.16393442622950818,DRIAMS-C,havuz,1
0.05,0.08196721311475409,0.20327868852459016,0.16393442622950818,0.08196721311475409,0.5,0.1124590163934426,0.16393442622950818,DRIAMS-C,havuz,2
0.1,0.09508196721311475,0.12131147540983607,0.16393442622950818,0.06885245901639343,0.42,0.11327868852459017,0.16393442622950818,DRIAMS-C,havuz,2
0.2,0.10819672131147541,0.05901639344262295,0.16393442622950818,0.055737704918032774,0.33999999999999997,0.11704918032786885,0.16393442622950818,DRIAMS-C,havuz,2
0.05,0.06885245901639345,0.22950819672131148,0.16393442622950818,0.09508196721311474,0.58,0.10327868852459017,0.16393442622950818,DRIAMS-C,havuz,3
0.1,0.09180327868852459,0.1180327868852459,0.16393442622950818,0.0721311475409836,0.44,0.10950819672131147,0.16393442622950818,DRIAMS-C,havuz,3
0.2,0.11147540983606558,0.06229508196721312,0.16393442622950818,0.05245901639344261,0.31999999999999995,0.12081967213114754,0.16393442622950818,DRIAMS-C,havuz,3
0.05,0.06229508196721312,0.2360655737704918,0.16393442622950818,0.10163934426229507,0.62,0.09770491803278689,0.16393442622950818,DRIAMS-C,havuz,4
0.1,0.08852459016393442,0.11147540983606558,0.16393442622950818,0.07540983606557376,0.45999999999999996,0.10524590163934426,0.16393442622950818,DRIAMS-C,havuz,4
0.2,0.10819672131147541,0.05573770491803279,0.16393442622950818,0.055737704918032774,0.33999999999999997,0.11655737704918033,0.16393442622950818,DRIAMS-C,havuz,4
0.05,0.08169934640522876,0.2549019607843137,0.16666666666666666,0.0849673202614379,0.5098039215686274,0.11993464052287581,0.16666666666666666,DRIAMS-C,havuz,5
0.1,0.09803921568627451,0.15359477124183007,0.16666666666666666,0.06862745098039215,0.4117647058823529,0.12107843137254902,0.16666666666666666,DRIAMS-C,havuz,5
0.2,0.10784313725490197,0.08496732026143791,0.16666666666666666,0.05882352941176469,0.35294117647058815,0.12058823529411765,0.16666666666666666,DRIAMS-C,havuz,5
0.05,0.0784313725490196,0.1503267973856209,0.16666666666666666,0.08823529411764705,0.5294117647058824,0.10098039215686275,0.16666666666666666,DRIAMS-C,havuz,6
0.1,0.10457516339869281,0.058823529411764705,0.16666666666666666,0.062091503267973844,0.3725490196078431,0.11339869281045752,0.16666666666666666,DRIAMS-C,havuz,6
