mz,E.coli-Cipr,E.coli-Ceft,K.pneum-Ceft,S.aureu-Oxac,P.aerug-Cipr
2774.0,0.00015246039613211085,0.0002021886675143088,7.633943571508668e-06,0.000507479697819698,9.016197289861835e-05
2777.0,0.0003772735324802442,0.0,0.0004468565175790051,9.209711931844749e-05,7.299481769511556e-05
2780.0,7.91590988790158e-05,0.00018258449779529203,1.2107858812590294e-05,0.00016801595615647714,8.262636786682098e-05
2783.0,7.430030696457663e-05,0.0,4.291116609439229e-05,5.621338008097708e-05,0.0
2786.0,2.215487836370838e-05,7.330421569077453e-05,0.00029630548652855466,2.215678889031596e-05,0.0
2789.0,0.00018813058940357245,0.0,8.819204909920304e-08,0.00012353981269275569,0.00023347243347224486
2792.0,7.225389265666267e-05,0.0,4.183667151579197e-06,0.0,0.000614474487943883
2795.0,0.0006371061508799778,0.00031467311109000223,0.0025942933366993287,0.0,0.0
2798.0,0.00021537918201413963,0.0070346286634432095,0.0032660542741990034,0.0,0.0
2801.0,7.019836704205637e-05,0.000238284950874224,0.0021974760310728234,6.79945063679449e-05,0.0
